language_prediction,language_prediction_en,language_prediction_mixed,language_prediction_other,language_prediction_punc,language_prediction_sw,letterCase,nextEnScore,nextMixedScore,nextOtherScore,nextSwScore,prevEnScore,prevMixedScore,prevOtherScore,prevSwScore,swRegex,text
en,0.999506858,4.67E-05,8.22E-05,2.43E-05,3.40E-04,lower,0.928522144,1.25E-04,3.39E-06,0.071349684,0.998092123,8.95E-05,7.80E-05,0.00174031,0,#not#
en,0.992900809,3.55E-05,3.34E-06,1.62E-05,0.007044163,lower,0.998195146,2.47E-06,2.57E-04,0.001545838,0.999300408,1.13E-04,1.15E-04,4.71E-04,0,#wish#
en,0.99915266,6.09E-07,1.86E-04,2.20E-05,6.39E-04,lower,0.992230666,3.30E-06,3.38E-04,0.007427777,0.928522144,1.25E-04,3.39E-06,0.071349684,1,#to#
en,0.997710436,6.52E-07,2.40E-04,3.47E-05,0.002014244,lower,0.993398396,9.30E-04,7.59E-04,0.004912822,0.998195146,2.47E-06,2.57E-04,0.001545838,1,#be#
en,0.996570267,1.73E-04,9.19E-04,5.44E-06,0.002331428,lower,0.999702631,5.98E-05,9.41E-06,2.28E-04,0.992230666,3.30E-06,3.38E-04,0.007427777,0,#named#
en,0.999949967,1.99E-05,9.80E-06,2.76E-06,1.75E-05,lower,0.998381812,3.70E-05,4.31E-05,0.00153803,0.993398396,9.30E-04,7.59E-04,0.004912822,0,#because#
en,0.999194917,1.33E-05,3.49E-05,4.32E-05,7.14E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.999702631,5.98E-05,9.41E-06,2.28E-04,0,#of#
en,0.99990506,3.31E-06,2.20E-05,1.68E-05,5.28E-05,lower,0.871431729,7.52E-05,0.001065344,0.127427762,0.998381812,3.70E-05,4.31E-05,0.00153803,0,#the#
en,0.99805661,9.38E-06,6.08E-04,1.34E-06,0.001324563,lower,0.998381812,3.70E-05,4.31E-05,0.00153803,0.999929891,7.13E-06,2.66E-05,3.64E-05,1,#nature#
en,0.998701754,1.59E-05,3.60E-05,4.30E-05,0.0012033,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.871431729,7.52E-05,0.001065344,0.127427762,0,#of#
en,0.999924045,2.73E-06,2.18E-05,1.70E-05,3.44E-05,lower,0.999635867,6.50E-05,1.46E-05,2.85E-04,0.998381812,3.70E-05,4.31E-05,0.00153803,0,#the#
en,0.999892245,3.29E-05,1.42E-05,1.33E-06,5.94E-05,lower,0.996332695,1.03E-04,6.12E-05,0.003502721,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#allocation#
en,0.999362888,4.14E-05,5.56E-05,1.54E-05,5.25E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.999635867,6.50E-05,1.46E-05,2.85E-04,0,#and#
en,0.999923302,2.75E-06,2.18E-05,1.70E-05,3.51E-05,lower,0.995996195,9.14E-05,2.05E-05,0.003891952,0.996332695,1.03E-04,6.12E-05,0.003502721,0,#the#
en,0.999643596,2.76E-05,1.34E-05,3.69E-05,2.78E-04,lower,0.99968771,2.01E-05,4.18E-05,2.50E-04,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#fact#
en,0.999897998,7.81E-06,2.34E-05,7.46E-06,6.33E-05,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.995996195,9.14E-05,2.05E-05,0.003891952,0,#that#
en,0.999923866,2.75E-06,2.18E-05,1.71E-05,3.45E-05,lower,0.994607777,0.003605764,1.70E-04,0.00161641,0.99968771,2.01E-05,4.18E-05,2.50E-04,0,#the#
en,0.998466103,0.001232033,1.43E-04,4.96E-06,1.54E-04,lower,0.997362971,3.49E-05,1.12E-04,0.002490415,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#matter#
en,0.999331237,1.37E-05,8.46E-05,2.45E-05,5.46E-04,lower,0.983771534,8.03E-06,1.10E-04,0.016110617,0.994607777,0.003605764,1.70E-04,0.00161641,0,#is#
en,0.998361384,2.02E-06,8.79E-05,2.71E-05,0.001521527,lower,0.998195146,2.47E-06,2.57E-04,0.001545838,0.997362971,3.49E-05,1.12E-04,0.002490415,0,#yet#
en,0.999285349,5.64E-07,1.84E-04,2.20E-05,5.08E-04,lower,0.992230666,3.30E-06,3.38E-04,0.007427777,0.983771534,8.03E-06,1.10E-04,0.016110617,1,#to#
en,0.99774122,6.45E-07,2.39E-04,3.47E-05,0.001984911,lower,0.999863521,5.42E-05,2.90E-05,5.32E-05,0.998195146,2.47E-06,2.57E-04,0.001545838,1,#be#
en,0.999936225,2.11E-05,2.87E-05,2.12E-06,1.19E-05,lower,0.99750501,2.40E-05,8.96E-05,0.002381405,0.992230666,3.30E-06,3.38E-04,0.007427777,0,#explained#
en,0.999560818,6.53E-06,5.91E-05,1.01E-04,2.73E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.999863521,5.42E-05,2.90E-05,5.32E-05,0,#by#
en,0.999922147,2.80E-06,2.18E-05,1.70E-05,3.62E-05,lower,0.984574825,0.001192385,1.72E-04,0.014061192,0.99750501,2.40E-05,8.96E-05,0.002381405,0,#the#
en,0.998775824,3.17E-04,1.49E-04,2.36E-05,7.35E-04,capital,0.997853237,2.44E-05,6.51E-04,0.001471208,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#treasury#
en,0.998580252,5.71E-06,3.34E-04,3.08E-05,0.001048838,capital,0.994927514,6.40E-05,0.001691797,0.003316663,0.984574825,0.001192385,1.72E-04,0.014061192,0,#cabinet#
en,0.998134919,1.22E-05,0.001708269,3.60E-05,1.09E-04,capital,0.998963382,4.99E-05,2.67E-05,9.60E-04,0.997853237,2.44E-05,6.51E-04,0.001471208,0,#secretary#
en,0.999614571,1.45E-05,2.09E-05,3.69E-05,3.13E-04,lower,0.997362971,3.49E-05,1.12E-04,0.002490415,0.994927514,6.40E-05,0.001691797,0.003316663,0,#who#
en,0.999361757,1.33E-05,8.38E-05,2.45E-05,5.17E-04,lower,0.998103557,8.21E-06,4.29E-05,0.001845348,0.998963382,4.99E-05,2.67E-05,9.60E-04,0,#is#
en,0.999790255,3.17E-06,6.00E-05,2.17E-06,1.44E-04,lower,0.998195146,2.47E-06,2.57E-04,0.001545838,0.997362971,3.49E-05,1.12E-04,0.002490415,0,#scheduled#
en,0.999320536,5.50E-07,1.83E-04,2.21E-05,4.74E-04,lower,0.995881156,6.07E-05,1.30E-04,0.00392802,0.998103557,8.21E-06,4.29E-05,0.001845348,1,#to#
en,0.999540698,1.48E-05,1.03E-04,2.50E-05,3.16E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.998195146,2.47E-06,2.57E-04,0.001545838,0,#meet#
en,0.99992333,2.76E-06,2.23E-05,1.70E-05,3.46E-05,lower,0.99527623,1.27E-04,0.002913918,0.001683089,0.995881156,6.07E-05,1.30E-04,0.00392802,0,#the#
en,0.998120476,2.30E-05,0.001648332,1.61E-04,4.73E-05,capital,0.996332695,1.03E-04,6.12E-05,0.003502721,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#budget#
en,0.999359689,4.23E-05,5.74E-05,1.55E-05,5.25E-04,lower,0.991259614,0.008487487,2.44E-04,9.34E-06,0.99527623,1.27E-04,0.002913918,0.001683089,0,#and#
en,0.997016884,0.002714733,2.53E-04,1.48E-05,2.38E-07,capital,0.929395552,1.25E-04,5.03E-05,0.070429464,0.996332695,1.03E-04,6.12E-05,0.003502721,0,#appropriations#
en,0.998378285,2.90E-05,5.05E-05,2.24E-05,0.00151972,capital,0.998775714,2.14E-05,2.30E-04,9.73E-04,0.991259614,0.008487487,2.44E-04,9.34E-06,0,#committee#
en,0.998863623,1.29E-05,1.70E-04,5.02E-05,9.03E-04,lower,0.638730093,6.59E-05,5.59E-04,0.360645145,0.929395552,1.25E-04,5.03E-05,0.070429464,0,#on#
en,0.968807978,1.19E-05,1.86E-04,2.92E-05,0.030965406,capital,0.998651967,9.07E-05,2.07E-04,0.00105068,0.998775714,2.14E-05,2.30E-04,9.73E-04,0,#tuesday#
en,0.998157769,7.28E-05,2.34E-04,2.48E-06,0.001532451,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.638730093,6.59E-05,5.59E-04,0.360645145,0,#morning#
punc,5.92E-04,5.48E-06,2.14E-05,0.999380082,1.13E-06,numsym,0.999930122,1.45E-05,2.96E-05,2.58E-05,0.998651967,9.07E-05,2.07E-04,0.00105068,0,#.#
en,0.999780114,1.15E-05,3.50E-05,7.69E-05,9.65E-05,initcap,0.999635867,6.50E-05,1.46E-05,2.85E-04,0,0,0,0,0,#the#
en,0.999892879,3.27E-05,1.41E-05,1.33E-06,5.89E-05,lower,0.998916613,4.62E-05,4.40E-05,9.93E-04,0.999930122,1.45E-05,2.96E-05,2.58E-05,0,#allocation#
en,0.99975982,1.67E-05,3.24E-05,3.56E-05,1.55E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.999635867,6.50E-05,1.46E-05,2.85E-04,0,#for#
en,0.999923239,2.76E-06,2.18E-05,1.70E-05,3.52E-05,lower,0.992341476,1.50E-05,7.06E-06,0.007636481,0.998916613,4.62E-05,4.40E-05,9.93E-04,0,#the#
en,0.998091351,5.02E-06,8.60E-06,3.59E-06,0.001891447,lower,0.997362971,3.49E-05,1.12E-04,0.002490415,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#building#
en,0.999298131,1.40E-05,8.40E-05,2.44E-05,5.79E-04,lower,0.972195488,1.20E-05,1.09E-04,0.027683149,0.992341476,1.50E-05,7.06E-06,0.007636481,0,#is#
en,0.99564387,4.19E-06,1.14E-04,9.05E-06,0.004228891,lower,0.963780429,2.09E-04,1.14E-04,0.035896495,0.997362971,3.49E-05,1.12E-04,0.002490415,0,#tucked#
en,0.991872797,4.54E-05,1.13E-04,1.28E-05,0.007955981,lower,0.999166643,2.30E-04,1.61E-06,6.02E-04,0.972195488,1.20E-05,1.09E-04,0.027683149,0,#under#
en,0.999863934,6.52E-05,2.06E-06,1.55E-06,6.73E-05,lower,0.994339502,1.43E-04,3.23E-05,0.005485344,0.963780429,2.09E-04,1.14E-04,0.035896495,0,#development#
en,0.999862429,2.77E-05,7.14E-05,8.74E-07,3.76E-05,lower,0.998916613,4.62E-05,4.40E-05,9.93E-04,0.999166643,2.30E-04,1.61E-06,6.02E-04,0,#expenditure#
en,0.999756272,1.69E-05,3.24E-05,3.56E-05,1.59E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.994339502,1.43E-04,3.23E-05,0.005485344,0,#for#
en,0.999923948,2.74E-06,2.19E-05,1.70E-05,3.44E-05,lower,0.997853237,2.44E-05,6.51E-04,0.001471208,0.998916613,4.62E-05,4.40E-05,9.93E-04,0,#the#
en,0.998649984,5.56E-06,3.29E-04,3.09E-05,9.85E-04,capital,0.998341972,0.001282607,1.10E-05,3.64E-04,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#cabinet#
en,0.999547885,2.70E-04,9.98E-06,1.56E-04,1.63E-05,capital,0.995536279,9.41E-05,9.78E-05,0.004271793,0.997853237,2.44E-05,6.51E-04,0.001471208,0,#office#
en,0.99911865,4.20E-05,5.23E-05,2.57E-05,7.61E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.998341972,0.001282607,1.10E-05,3.64E-04,0,#in#
en,0.99992356,2.75E-06,2.18E-05,1.70E-05,3.48E-05,lower,0.998545998,9.01E-04,2.42E-04,3.12E-04,0.995536279,9.41E-05,9.78E-05,0.004271793,0,#the#
en,0.999321167,1.73E-04,4.46E-04,3.14E-06,5.68E-05,capital,0.99527623,1.27E-04,0.002913918,0.001683089,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#supplementary#
en,0.998109321,2.32E-05,0.001658705,1.61E-04,4.73E-05,capital,0.99313325,0.004390536,5.47E-05,0.002421553,0.998545998,9.01E-04,2.42E-04,3.12E-04,0,#budget#
en,0.998946064,0.00100785,3.25E-05,1.21E-06,1.24E-05,lower,0.982828204,1.88E-05,2.34E-04,0.016918826,0.99527623,1.27E-04,0.002913918,0.001683089,0,#estimates#
en,0.999178506,7.21E-06,1.23E-04,2.66E-05,6.65E-04,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.99313325,0.004390536,5.47E-05,0.002421553,0,#books#
punc,5.53E-04,5.60E-06,2.15E-05,0.99941827,1.20E-06,numsym,0.999930122,1.45E-05,2.96E-05,2.58E-05,0.982828204,1.88E-05,2.34E-04,0.016918826,0,#.#
en,0.998760547,3.35E-05,3.59E-05,7.24E-05,0.001097616,initcap,0.279816353,1.83E-04,2.68E-04,0.719732638,0,0,0,0,0,#the#
en,0.939672647,2.06E-05,3.11E-04,5.62E-06,0.059989779,capital,0.99527623,1.27E-04,0.002913918,0.001683089,0.999930122,1.45E-05,2.96E-05,2.58E-05,0,#parliamentary#
en,0.9969678,6.19E-05,0.001892915,1.56E-04,9.21E-04,capital,0.998341972,0.001282607,1.10E-05,3.64E-04,0.279816353,1.83E-04,2.68E-04,0.719732638,0,#budget#
en,0.999547688,2.70E-04,1.02E-05,1.56E-04,1.60E-05,capital,0.997649917,1.21E-04,9.37E-05,0.002134909,0.99527623,1.27E-04,0.002913918,0.001683089,0,#office#
en,0.999695626,4.52E-05,3.30E-05,1.16E-05,2.15E-04,lower,0.998093346,3.39E-05,2.71E-04,0.001601899,0.998341972,0.001282607,1.10E-05,3.64E-04,0,#also#
en,0.999172306,1.75E-05,2.20E-04,5.86E-06,5.84E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.997649917,1.21E-04,9.37E-05,0.002134909,0,#noted#
en,0.999924023,2.73E-06,2.18E-05,1.70E-05,3.44E-05,lower,0.999635867,6.50E-05,1.46E-05,2.85E-04,0.998093346,3.39E-05,2.71E-04,0.001601899,0,#the#
en,0.999892743,3.28E-05,1.41E-05,1.33E-06,5.90E-05,lower,0.998381812,3.70E-05,4.31E-05,0.00153803,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#allocation#
en,0.996722476,2.58E-05,3.54E-05,4.17E-05,0.003174673,lower,0.557611518,2.52E-04,1.07E-04,0.442030111,0.999635867,6.50E-05,1.46E-05,2.85E-04,0,#of#
en,0.968702677,2.59E-05,3.42E-05,1.42E-04,0.031095498,other,0.997706472,5.37E-05,2.98E-05,0.002209977,0.998381812,3.70E-05,4.31E-05,0.00153803,0,#sh700#
en,0.995690058,2.58E-05,3.93E-05,4.91E-06,0.004239937,lower,0.998195146,2.47E-06,2.57E-04,0.001545838,0.557611518,2.52E-04,1.07E-04,0.442030111,0,#million#
en,0.999325983,5.47E-07,1.83E-04,2.21E-05,4.68E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.997706472,5.37E-05,2.98E-05,0.002209977,1,#to#
en,0.999923857,2.74E-06,2.19E-05,1.70E-05,3.45E-05,lower,0.997853237,2.44E-05,6.51E-04,0.001471208,0.998195146,2.47E-06,2.57E-04,0.001545838,0,#the#
en,0.998649984,5.56E-06,3.29E-04,3.09E-05,9.85E-04,capital,0.998341972,0.001282607,1.10E-05,3.64E-04,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#cabinet#
en,0.999549052,2.69E-04,9.99E-06,1.56E-04,1.61E-05,capital,0.998195146,2.47E-06,2.57E-04,0.001545838,0.997853237,2.44E-05,6.51E-04,0.001471208,0,#office#
en,0.999302183,5.61E-07,1.84E-04,2.20E-05,4.92E-04,lower,0.983733507,3.31E-05,7.99E-05,0.016153576,0.998341972,0.001282607,1.10E-05,3.64E-04,1,#to#
en,0.99966023,8.52E-06,6.54E-05,4.85E-05,2.17E-04,lower,0.993448524,5.65E-06,4.39E-04,0.006107129,0.998195146,2.47E-06,2.57E-04,0.001545838,0,#buy#
en,0.997545439,1.35E-06,3.33E-04,4.09E-05,0.00207974,lower,0.992341476,1.50E-05,7.06E-06,0.007636481,0.983733507,3.31E-05,7.99E-05,0.016153576,1,#a#
en,0.998041546,5.07E-06,8.64E-06,3.58E-06,0.001941153,lower,0.996379585,1.28E-04,2.14E-04,0.003277903,0.993448524,5.65E-06,4.39E-04,0.006107129,0,#building#
en,0.998919958,5.33E-05,1.62E-04,4.31E-05,8.21E-04,lower,0.930566631,2.03E-04,8.13E-04,0.068417471,0.992341476,1.50E-05,7.06E-06,0.007636481,0,#as#
en,0.97399507,5.61E-05,6.62E-04,4.28E-06,0.025282971,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.996379585,1.28E-04,2.14E-04,0.003277903,0,#among#
en,0.999908953,3.10E-06,2.22E-05,1.69E-05,4.88E-05,lower,0.977685352,5.66E-05,2.66E-05,0.022231468,0.930566631,2.03E-04,8.13E-04,0.068417471,0,#the#
en,0.992861206,1.56E-05,3.23E-05,1.15E-06,0.007089709,lower,0.99959127,4.15E-05,1.16E-04,2.51E-04,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#salient#
en,0.999874819,1.77E-05,7.72E-05,2.60E-06,2.77E-05,lower,0.995536279,9.41E-05,9.78E-05,0.004271793,0.977685352,5.66E-05,2.66E-05,0.022231468,0,#issues#
en,0.999111433,4.22E-05,5.23E-05,2.57E-05,7.68E-04,lower,0.995866024,3.78E-05,2.98E-04,0.003797879,0.99959127,4.15E-05,1.16E-04,2.51E-04,0,#in#
en,0.999434071,1.56E-05,1.66E-04,1.62E-05,3.68E-04,lower,0.99304149,1.59E-04,3.19E-04,0.006480605,0.995536279,9.41E-05,9.78E-05,0.004271793,0,#its#
en,0.999659269,4.86E-05,2.06E-04,1.28E-05,7.35E-05,lower,0.998775714,2.14E-05,2.30E-04,9.73E-04,0.995866024,3.78E-05,2.98E-04,0.003797879,0,#report#
en,0.999570704,6.89E-06,1.66E-04,5.19E-05,2.05E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.99304149,1.59E-04,3.19E-04,0.006480605,0,#on#
en,0.999924055,2.73E-06,2.19E-05,1.70E-05,3.43E-05,lower,0.998545998,9.01E-04,2.42E-04,3.12E-04,0.998775714,2.14E-05,2.30E-04,9.73E-04,0,#the#
en,0.999327396,1.74E-04,4.38E-04,3.14E-06,5.76E-05,capital,0.99313325,0.004390536,5.47E-05,0.002421553,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#supplementary#
en,0.998582041,0.001359896,3.21E-05,1.19E-06,2.48E-05,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.998545998,9.01E-04,2.42E-04,3.12E-04,0,#estimates#
punc,5.78E-04,5.56E-06,2.16E-05,0.999393596,1.15E-06,numsym,0.996673509,1.91E-04,1.09E-04,0.003026422,0.99313325,0.004390536,5.47E-05,0.002421553,0,#.#
en,0.997487756,1.76E-04,8.39E-05,1.16E-04,0.002135897,initcap,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,0,0,0,0,#in#
en,0.999922817,2.77E-06,2.19E-05,1.70E-05,3.55E-05,lower,0.991031942,1.99E-04,8.76E-04,0.007893029,0.996673509,1.91E-04,1.09E-04,0.003026422,0,#the#
en,0.997895223,7.32E-05,1.70E-04,2.46E-06,0.001858992,lower,0.99313325,0.004390536,5.47E-05,0.002421553,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#initial#
en,0.998965383,9.89E-04,3.19E-05,1.21E-06,1.21E-05,lower,0.998916613,4.62E-05,4.40E-05,9.93E-04,0.991031942,1.99E-04,8.76E-04,0.007893029,0,#estimates#
en,0.999757003,1.69E-05,3.27E-05,3.56E-05,1.58E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.99313325,0.004390536,5.47E-05,0.002421553,0,#for#
en,0.999826131,4.92E-06,2.21E-05,1.65E-05,1.30E-04,lower,0.604398803,1.94E-04,4.73E-04,0.394933847,0.998916613,4.62E-05,4.40E-05,9.93E-04,0,#the#
en,0.761595806,2.22E-05,5.80E-05,0.00494328,0.233380654,numsym,0.604398803,1.94E-04,4.73E-04,0.394933847,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#2012#
en,0.702428856,2.14E-05,6.19E-05,0.005031715,0.292456143,numsym,0.998773526,4.96E-04,4.57E-06,7.26E-04,0.604398803,1.94E-04,4.73E-04,0.394933847,0,#2013#
en,0.999289811,2.48E-04,4.28E-06,4.90E-06,4.53E-04,lower,0.999639102,2.01E-05,2.66E-05,3.14E-04,0.604398803,1.94E-04,4.73E-04,0.394933847,0,#financial#
en,0.999880197,5.16E-06,2.21E-05,8.89E-06,8.37E-05,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.998773526,4.96E-04,4.57E-06,7.26E-04,0,#year#
en,0.999924053,2.73E-06,2.19E-05,1.70E-05,3.43E-05,lower,0.997853237,2.44E-05,6.51E-04,0.001471208,0.999639102,2.01E-05,2.66E-05,3.14E-04,0,#the#
en,0.998649984,5.56E-06,3.29E-04,3.09E-05,9.85E-04,capital,0.998341972,0.001282607,1.10E-05,3.64E-04,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#cabinet#
en,0.999541146,2.76E-04,9.98E-06,1.56E-04,1.71E-05,capital,0.98062305,2.05E-04,1.13E-04,0.019058711,0.997853237,2.44E-05,6.51E-04,0.001471208,0,#office#
en,0.9953943,5.19E-05,8.87E-05,2.80E-05,0.004437031,lower,0.998250883,4.22E-05,4.21E-04,0.001285441,0.998341972,0.001282607,1.10E-05,3.64E-04,0,#had#
en,0.999455118,1.55E-05,3.49E-04,7.25E-06,1.73E-04,lower,0.998916613,4.62E-05,4.40E-05,9.93E-04,0.98062305,2.05E-04,1.13E-04,0.019058711,0,#asked#
en,0.998891971,3.81E-05,3.31E-05,3.40E-05,0.001002778,lower,0.44882195,2.50E-04,1.07E-04,0.550821065,0.998250883,4.22E-05,4.21E-04,0.001285441,0,#for#
en,0.975505589,2.65E-05,3.50E-05,2.90E-04,0.024142857,other,0.997706472,5.37E-05,2.98E-05,0.002209977,0.998916613,4.62E-05,4.40E-05,9.93E-04,0,#sh160#
en,0.98599148,4.19E-05,4.08E-05,4.83E-06,0.013920998,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.44882195,2.50E-04,1.07E-04,0.550821065,0,#million#
punc,5.88E-04,5.49E-06,2.14E-05,0.999383603,1.13E-06,numsym,0.99944527,1.74E-05,3.35E-05,5.04E-04,0.997706472,5.37E-05,2.98E-05,0.002209977,0,#.#
en,0.999516397,1.27E-05,3.21E-05,3.70E-05,4.02E-04,initcap,0.995689951,1.20E-05,1.92E-04,0.004105977,0,0,0,0,0,#this#
en,0.999841072,2.46E-06,1.20E-04,4.31E-06,3.21E-05,lower,0.996209567,1.86E-05,0.001461969,0.002309902,0.99944527,1.74E-05,3.35E-05,5.04E-04,1,#figure#
en,0.999035108,5.13E-06,8.40E-04,3.76E-05,8.19E-05,lower,0.998195146,2.47E-06,2.57E-04,0.001545838,0.995689951,1.20E-05,1.92E-04,0.004105977,0,#grew#
en,0.995088784,1.52E-06,1.90E-04,2.08E-05,0.004699042,lower,0.315421137,2.53E-04,1.09E-04,0.684216514,0.996209567,1.86E-05,0.001461969,0.002309902,1,#to#
en,0.965236434,2.74E-05,3.61E-05,4.46E-04,0.034254464,other,0.997706472,5.37E-05,2.98E-05,0.002209977,0.998195146,2.47E-06,2.57E-04,0.001545838,0,#sh860#
en,0.988265014,3.64E-05,4.13E-05,4.88E-06,0.011652406,lower,0.995536279,9.41E-05,9.78E-05,0.004271793,0.315421137,2.53E-04,1.09E-04,0.684216514,0,#million#
en,0.999114316,4.20E-05,5.22E-05,2.57E-05,7.66E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.997706472,5.37E-05,2.98E-05,0.002209977,0,#in#
en,0.99992356,2.75E-06,2.18E-05,1.70E-05,3.48E-05,lower,0.998545998,9.01E-04,2.42E-04,3.12E-04,0.995536279,9.41E-05,9.78E-05,0.004271793,0,#the#
en,0.999321167,1.73E-04,4.46E-04,3.14E-06,5.68E-05,capital,0.99527623,1.27E-04,0.002913918,0.001683089,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#supplementary#
en,0.998114357,2.30E-05,0.001654342,1.61E-04,4.74E-05,capital,0.996332695,1.03E-04,6.12E-05,0.003502721,0.998545998,9.01E-04,2.42E-04,3.12E-04,0,#budget#
en,0.999363774,4.16E-05,5.70E-05,1.54E-05,5.22E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.99527623,1.27E-04,0.002913918,0.001683089,0,#and#
en,0.999801536,5.29E-06,2.21E-05,1.64E-05,1.55E-04,lower,0.557611518,2.52E-04,1.07E-04,0.442030111,0.996332695,1.03E-04,6.12E-05,0.003502721,0,#the#
en,0.968885907,2.58E-05,3.42E-05,1.42E-04,0.03091231,other,0.997706472,5.37E-05,2.98E-05,0.002209977,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#sh700#
en,0.995705363,2.57E-05,3.92E-05,4.90E-06,0.004224754,lower,0.99965261,6.27E-05,3.08E-05,2.54E-04,0.557611518,2.52E-04,1.07E-04,0.442030111,0,#million#
en,0.999955043,1.75E-05,1.95E-05,2.64E-06,5.28E-06,lower,0.999522115,5.55E-05,6.37E-06,4.16E-04,0.997706472,5.37E-05,2.98E-05,0.002209977,0,#difference#
en,0.99968154,1.76E-05,8.19E-06,1.07E-05,2.82E-04,lower,0.992230666,3.30E-06,3.38E-04,0.007427777,0.99965261,6.27E-05,3.08E-05,2.54E-04,0,#would#
en,0.997749194,6.44E-07,2.38E-04,3.47E-05,0.001977479,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.999522115,5.55E-05,6.37E-06,4.16E-04,1,#be#
en,0.99992314,2.75E-06,2.18E-05,1.70E-05,3.53E-05,lower,0.999635867,6.50E-05,1.46E-05,2.85E-04,0.992230666,3.30E-06,3.38E-04,0.007427777,0,#the#
en,0.999892877,3.27E-05,1.41E-05,1.33E-06,5.89E-05,lower,0.998916613,4.62E-05,4.40E-05,9.93E-04,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#allocation#
en,0.99975982,1.67E-05,3.24E-05,3.56E-05,1.55E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.999635867,6.50E-05,1.46E-05,2.85E-04,0,#for#
en,0.999923789,2.74E-06,2.18E-05,1.70E-05,3.46E-05,lower,0.996701457,5.20E-06,3.24E-04,0.002969105,0.998916613,4.62E-05,4.40E-05,9.93E-04,0,#the#
en,0.999673342,2.35E-06,2.30E-04,1.12E-05,8.33E-05,lower,0.959390367,8.54E-04,4.14E-05,0.03971388,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#retired#
en,0.999372062,2.12E-04,2.63E-05,4.46E-07,3.90E-04,lower,0.99875514,6.87E-04,3.09E-06,5.55E-04,0.996701457,5.20E-06,3.24E-04,0.002969105,0,"#president""'s#"
en,0.999633545,3.07E-04,3.26E-06,1.11E-05,4.55E-05,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.959390367,8.54E-04,4.14E-05,0.03971388,0,#office#
punc,5.93E-04,5.48E-06,2.14E-05,0.99937931,1.13E-06,numsym,0.999640261,2.47E-04,3.41E-05,7.83E-05,0.99875514,6.87E-04,3.09E-06,5.55E-04,0,#.#
en,0.999648138,1.42E-04,5.39E-05,3.21E-05,1.24E-04,initcap,0.99750501,2.40E-05,8.96E-05,0.002381405,0,0,0,0,0,#headed#
en,0.999558272,6.58E-06,5.98E-05,1.01E-04,2.74E-04,lower,0.994927514,6.40E-05,0.001691797,0.003316663,0.999640261,2.47E-04,3.41E-05,7.83E-05,0,#by#
en,0.998139162,1.22E-05,0.001703232,3.60E-05,1.09E-04,capital,0.998195146,2.47E-06,2.57E-04,0.001545838,0.99750501,2.40E-05,8.96E-05,0.002381405,0,#secretary#
